WBAN,Date,Time,SkyCondition,Visibility,TempC,RelativeHumidity,WindSpeed,WindDirection,StationPressure,,,
4916,20100227,455,OVC035,10,-5,50,8,330,28.77,,,
4916,20100227,515,OVC035,10,-4,46,7,340,28.77,,,
4916,20100227,535,SCT035,10,-4,42,11,340,28.77,,,
4916,20100227,555,CLR,10,-5,46,8,340,28.77,,,
4916,20100227,615,CLR,10,-5,46,7,340,28.77,,,
4916,20100227,635,CLR,10,-5,46,8,350,28.79,,,
4916,20100227,655,CLR,10,-6,50,5,320,28.79,,,
4916,20100227,715,CLR,10,-7,54,5,310,28.79,,,
4916,20100227,735,CLR,10,-6,50,6,310,28.79,,,
4916,20100227,755,CLR,10,-6,55,6,320,28.79,,,
4916,20100227,815,CLR,10,-6,55,8,320,28.79,,,
4916,20100227,835,CLR,10,-6,60,6,320,28.79,,,
4916,20100227,855,CLR,10,-5,55,6,320,28.79,,,
,,,,0,0,0,0,0,0,,,
,,,,0,0,0,0,0,0,,,
,,,,0,0,0,0,0,0,,,
4916,20100302,635,CLR,7,-7,96,0,0,28.92,,,
4916,20100302,655,CLR,7,-7,96,0,0,28.93,,,
4916,20100302,715,CLR,7,-7,96,0,0,28.93,,,
4916,20100302,735,CLR,7,-6,92,0,0,28.92,,,
4916,20100302,755,CLR,7,-6,92,0,0,28.93,,,
4916,20100302,815,CLR,7,-6,92,0,0,28.92,,,
4916,20100302,835,CLR,10,-6,92,0,0,28.92,,,
4916,20100302,855,CLR,10,-5,92,0,0,28.92,,,
4916,20100302,915,CLR,7,-3,78,0,0,28.92,,,
4916,20100302,935,CLR,10,-2,75,0,0,28.92,,,
4916,20100302,955,CLR,10,-1,69,0,0,28.92,,,
4916,20100302,1015,CLR,10,0,69,0,0,28.92,,,
4916,20100302,1035,CLR,10,0,69,3,320,28.91,,,
4916,20100302,1055,CLR,10,1,70,5,10,28.9,,,
4916,20100302,1115,CLR,10,1,70,10,10,28.9,,,
4916,20100302,1135,CLR,10,2,64,10,350,28.9,,,
4916,20100302,1155,CLR,10,2,70,9,350,28.89,,,
4916,20100302,1255,CLR,10,3,62,8,10,28.87,,,
4916,20100302,1315,CLR,10,3,67,7,30,28.86,,,
4916,20100302,1335,CLR,10,3,67,7,360,28.85,,,
4916,20100302,1355,CLR,10,3,67,8,350,28.84,,,
4916,20100302,1415,CLR,10,3,67,9,330,28.84,,,
4916,20100302,1435,CLR,10,3,67,9,330,28.83,,,
4916,20100302,1455,CLR,10,3,67,10,320,28.83,,,
4916,20100302,1515,CLR,10,3,67,10,330,28.83,,,
4916,20100302,1535,CLR,10,3,67,10,330,28.83,,,
4916,20100302,1555,CLR,10,3,67,10,340,28.82,,,
4916,20100302,1615,CLR,10,3,67,11,330,28.82,,,
4916,20100302,1635,CLR,10,3,67,10,340,28.83,,,
4916,20100302,1655,CLR,10,3,67,9,340,28.83,,,
4916,20100302,1715,CLR,10,2,70,8,340,28.83,,,
4916,20100302,1735,CLR,10,2,70,6,340,28.83,,,
4916,20100302,1755,CLR,10,2,70,6,340,28.84,,,
4916,20100302,1815,CLR,10,1,76,3,340,28.84,,,
4916,20100302,1835,CLR,10,1,76,5,340,28.84,,,
4916,20100302,1855,CLR,10,1,70,5,350,28.84,,,
4916,20100302,1915,CLR,10,0,75,6,350,28.84,,,
4916,20100302,1935,CLR,10,0,75,7,350,28.84,,,
4916,20100302,1955,CLR,10,0,75,7,340,28.84,,,
4916,20100302,2015,CLR,10,0,75,8,350,28.85,,,
4916,20100302,2035,CLR,10,0,69,7,340,28.85,,,
4916,20100302,2055,CLR,10,0,69,6,340,28.85,,,
4916,20100302,2115,CLR,10,-1,75,6,340,28.85,,,
4916,20100302,2135,CLR,10,-1,75,5,330,28.85,,,
4916,20100302,2155,CLR,10,-2,82,0,0,28.85,,,
4916,20100302,2215,CLR,10,-2,82,3,290,28.85,,,
4916,20100302,2235,CLR,10,-2,82,0,0,28.85,,,
4916,20100302,2255,CLR,10,-2,82,0,0,28.85,,,
4916,20100302,2315,CLR,10,-2,82,3,300,28.85,,,
4916,20100302,2335,CLR,10,-2,82,0,0,28.85,,,
4916,20100302,2355,CLR,10,-3,78,0,0,28.85,,,
4916,20100303,35,CLR,10,-4,85,0,0,28.85,,,
4916,20100303,55,CLR,10,-4,85,0,0,28.85,,,
4916,20100303,115,CLR,10,-4,85,0,0,28.84,,,
4916,20100303,135,CLR,10,-4,85,0,0,28.84,,,
4916,20100303,155,CLR,10,-4,85,0,0,28.84,,,
4916,20100303,215,CLR,10,-5,92,0,0,28.84,,,
4916,20100303,235,CLR,10,-5,85,0,0,28.83,,,
4916,20100303,255,CLR,7,-5,85,3,300,28.83,,,
4916,20100303,315,CLR,7,-5,85,0,0,28.83,,,
4916,20100303,335,CLR,7,-6,92,3,310,28.84,,,
4916,20100303,355,CLR,7,-6,92,3,310,28.84,,,
4916,20100303,415,CLR,7,-6,92,0,0,28.84,,,
4916,20100303,435,CLR,7,-6,92,3,290,28.84,,,
4916,20100303,455,SCT120,7,-6,92,3,300,28.85,,,
4916,20100303,515,CLR,7,-6,88,3,300,28.85,,,
4916,20100303,535,CLR,7,-6,88,3,300,28.85,,,
4916,20100303,555,CLR,7,-6,92,0,0,28.85,,,
4916,20100303,615,CLR,7,-6,92,0,0,28.86,,,
4916,20100303,635,CLR,7,-6,92,0,0,28.86,,,
4916,20100303,655,CLR,5,-6,92,3,300,28.86,,,
4916,20100303,715,CLR,5,-6,88,3,300,28.86,,,
4916,20100303,735,CLR,5,-6,88,0,0,28.87,,,
4916,20100303,755,CLR,7,-5,81,0,0,28.87,,,
4916,20100303,815,CLR,7,-5,85,0,0,28.87,,,
4916,20100303,835,CLR,7,-5,81,0,0,28.88,,,
4916,20100303,855,CLR,7,-3,72,0,0,28.88,,,
4916,20100303,915,CLR,7,-3,72,0,0,28.89,,,
4916,20100303,935,CLR,7,-1,64,6,360,28.89,,,
4916,20100303,955,CLR,10,0,64,7,10,28.89,,,
4916,20100303,1015,CLR,10,0,64,6,360,28.89,,,
4916,20100303,1035,CLR,10,1,59,7,10,28.88,,,
4916,20100303,1055,CLR,10,1,59,8,360,28.89,,,
4916,20100303,1115,CLR,10,2,55,8,360,28.89,,,
4916,20100303,1135,CLR,10,3,52,6,350,28.89,,,
4916,20100303,1155,CLR,10,3,52,9,340,28.88,,,
4916,20100303,1215,CLR,10,3,46,7,360,28.88,,,
4916,20100303,1235,CLR,10,3,48,9,330,28.88,,,
4916,20100303,1255,CLR,10,3,52,8,320,28.88,,,
4916,20100303,1315,CLR,10,3,48,8,340,28.87,,,
4916,20100303,1335,CLR,10,4,43,8,350,28.87,,,
4916,20100303,1355,CLR,10,3,57,7,330,28.87,,,
4916,20100303,1415,CLR,10,3,52,7,330,28.87,,,
4916,20100303,1435,CLR,10,4,53,6,340,28.86,,,
4916,20100303,1455,CLR,10,4,53,6,330,28.86,,,
4916,20100303,1515,CLR,10,4,53,6,330,28.86,,,
4916,20100303,1535,CLR,10,4,53,9,330,28.87,,,
4916,20100303,1555,CLR,10,5,45,8,330,28.87,,,
4916,20100303,1615,CLR,10,5,49,8,340,28.87,,,
4916,20100303,1635,CLR,10,4,53,7,340,28.88,,,
4916,20100303,1655,CLR,10,4,53,8,330,28.88,,,
4916,20100303,1715,CLR,10,4,53,8,340,28.88,,,
4916,20100303,1735,CLR,10,3,57,3,310,28.88,,,
4916,20100303,1755,CLR,10,3,52,0,0,28.89,,,
4916,20100303,1815,CLR,10,3,52,0,0,28.89,,,
4916,20100303,1835,CLR,10,1,64,0,0,28.89,,,
4916,20100303,1855,CLR,10,1,70,0,0,28.9,,,
4916,20100303,1915,CLR,10,0,82,0,0,28.9,,,
4916,20100303,1935,CLR,10,0,82,0,0,28.9,,,
4916,20100303,1955,CLR,10,0,82,0,0,28.9,,,
4916,20100303,2015,CLR,10,0,75,3,290,28.9,,,
4916,20100303,2035,CLR,10,-1,82,3,300,28.91,,,
4916,20100303,2055,CLR,10,-1,82,0,0,28.91,,,
4916,20100303,2115,CLR,10,-1,82,0,0,28.91,,,
4916,20100303,2135,CLR,10,-1,75,0,0,28.9,,,
4916,20100303,2155,CLR,10,-1,75,0,0,28.9,,,
4916,20100303,2215,CLR,10,-2,82,0,0,28.9,,,
4916,20100303,2235,CLR,10,-2,82,0,0,28.9,,,
4916,20100303,2255,CLR,10,-2,82,0,0,28.9,,,
4916,20100303,2315,CLR,10,-3,85,0,0,28.9,,,
4916,20100303,2335,CLR,10,-3,85,0,0,28.9,,,
4916,20100303,2355,CLR,10,-2,82,3,300,28.9,,,
4916,20100304,35,CLR,7,-3,85,0,0,28.9,,,
4916,20100304,55,CLR,7,-4,85,0,0,28.9,,,
4916,20100304,115,CLR,7,-3,78,0,0,28.9,,,
4916,20100304,135,CLR,7,-4,85,0,0,28.91,,,
4916,20100304,155,CLR,7,-5,92,0,0,28.91,,,
4916,20100304,215,CLR,7,-5,92,0,0,28.91,,,
4916,20100304,235,CLR,7,-5,92,0,0,28.9,,,
4916,20100304,255,CLR,7,-5,92,0,0,28.91,,,
4916,20100304,315,CLR,7,-5,85,3,290,28.91,,,
4916,20100304,335,CLR,7,-5,85,0,0,28.91,,,
4916,20100304,355,CLR,7,-6,92,0,0,28.91,,,
4916,20100304,415,CLR,7,-6,92,0,0,28.91,,,
4916,20100304,435,CLR,7,-6,92,0,0,28.91,,,
4916,20100304,455,CLR,7,-6,92,0,0,28.92,,,
4916,20100304,515,CLR,7,-6,92,0,0,28.92,,,
4916,20100304,535,CLR,7,-6,92,0,0,28.93,,,
4916,20100304,555,CLR,7,-6,92,0,0,28.92,,,
4916,20100304,615,CLR,7,-7,100,0,0,28.93,,,
4916,20100304,635,CLR,7,-6,92,0,0,28.93,,,
4916,20100304,655,CLR,4,-6,92,0,0,28.93,,,
4916,20100304,715,CLR,4,-6,92,0,0,28.94,,,
4916,20100304,735,CLR,4,-6,92,3,290,28.94,,,
4916,20100304,755,CLR,4,-6,92,0,0,28.95,,,
4916,20100304,815,CLR,4,-5,85,0,0,28.95,,,
4916,20100304,835,CLR,5,-5,92,0,0,28.96,,,
4916,20100304,855,CLR,5,-4,85,0,0,28.97,,,
4916,20100304,915,CLR,7,-3,78,0,0,28.97,,,
4916,20100304,935,CLR,5,-2,75,0,0,28.97,,,
4916,20100304,955,CLR,7,-1,75,0,0,28.97,,,
4916,20100304,1015,CLR,7,0,69,0,0,28.97,,,
4916,20100304,1035,CLR,7,1,70,0,0,28.97,,,
4916,20100304,1055,CLR,10,2,64,0,0,28.97,,,
4916,20100304,1115,CLR,10,2,64,3,320,28.97,,,
4916,20100304,1135,CLR,7,3,67,3,320,28.98,,,
4916,20100304,1155,CLR,10,3,67,0,0,28.97,,,
4916,20100304,1215,CLR,10,4,62,0,0,28.97,,,
4916,20100304,1235,CLR,10,5,58,3,350,28.96,,,
4916,20100304,1255,CLR,10,5,58,3,230,28.95,,,
4916,20100304,1315,CLR,10,5,53,3,240,28.95,,,
4916,20100304,1335,CLR,10,5,45,0,0,28.95,,,
4916,20100304,1355,CLR,10,6,45,3,250,28.95,,,
4916,20100304,1415,CLR,10,6,45,3,310,28.94,,,
4916,20100304,1435,CLR,10,6,45,5,270,28.94,,,
4916,20100304,1455,CLR,10,6,45,0,0,28.94,,,
4916,20100304,1515,CLR,10,6,45,5,240,28.94,,,
4916,20100304,1535,CLR,10,6,45,5,250,28.94,,,
4916,20100304,1555,CLR,10,6,45,6,250,28.94,,,
4916,20100304,1615,CLR,10,5,53,3,290,28.94,,,
4916,20100304,1635,CLR,10,5,53,0,0,28.94,,,
4916,20100304,1655,CLR,10,5,49,3,270,28.94,,,
4916,20100304,1715,CLR,10,5,49,0,0,28.94,,,
4916,20100304,1735,CLR,10,3,62,0,0,28.94,,,
4916,20100304,1755,CLR,10,3,67,0,0,28.94,,,
4916,20100304,1815,CLR,10,2,70,0,0,28.95,,,
4916,20100304,1835,CLR,10,2,70,0,0,28.95,,,
4916,20100304,1855,CLR,10,1,76,0,0,28.95,,,
4916,20100304,1915,CLR,10,1,76,0,0,28.96,,,
4916,20100304,1935,CLR,10,1,76,0,0,28.96,,,
4916,20100304,1955,CLR,10,0,75,0,0,28.96,,,
4916,20100304,2015,CLR,10,0,75,0,0,28.96,,,
4916,20100304,2035,CLR,10,0,75,0,0,28.97,,,
4916,20100304,2055,CLR,10,0,75,0,0,28.97,,,
4916,20100304,2115,CLR,10,0,75,0,0,28.97,,,
4916,20100304,2135,CLR,10,-1,82,0,0,28.97,,,
4916,20100304,2155,CLR,10,-1,82,0,0,28.98,,,
4916,20100304,2215,CLR,10,-3,85,0,0,28.98,,,
4916,20100304,2235,CLR,10,-2,82,0,0,28.98,,,
4916,20100304,2255,CLR,10,-2,82,0,0,28.99,,,
4916,20100304,2315,CLR,10,-2,82,0,0,28.99,,,
4916,20100304,2335,CLR,10,-2,82,0,0,28.99,,,
4916,20100304,2355,CLR,10,-3,85,0,0,28.99,,,
4916,20100305,15,CLR,10,-3,85,0,0,29,,,
4916,20100305,35,CLR,10,-3,85,0,0,29,,,
4916,20100305,55,CLR,10,-3,85,0,0,29.01,,,
4916,20100305,115,CLR,10,-3,85,0,0,29.01,,,
4916,20100305,135,CLR,10,-4,85,0,0,29.01,,,
4916,20100305,155,CLR,10,-5,92,0,0,29.02,,,
4916,20100305,215,CLR,7,-5,92,0,0,29.02,,,
4916,20100305,235,CLR,7,-5,92,0,0,29.02,,,
4916,20100305,255,CLR,7,-6,92,0,0,29.02,,,
4916,20100305,315,CLR,7,-6,92,0,0,29.02,,,
4916,20100305,335,CLR,7,-6,92,0,0,29.02,,,
4916,20100305,355,CLR,7,-7,96,0,0,29.03,,,
4916,20100305,415,CLR,10,-5,85,0,0,29.03,,,
4916,20100305,435,CLR,7,-6,100,0,0,29.03,,,
4916,20100305,455,CLR,5,-6,92,0,0,29.04,,,
4916,20100305,515,CLR,7,-6,92,0,0,29.05,,,
4916,20100305,535,CLR,5,-6,92,0,0,29.05,,,
4916,20100305,555,CLR,5,-6,92,0,0,29.05,,,
4916,20100305,615,CLR,7,-6,92,0,0,29.05,,,
4916,20100305,635,CLR,7,-6,92,0,0,29.05,,,
4916,20100305,655,CLR,7,-6,92,5,140,29.05,,,
4916,20100305,715,CLR,10,-4,85,3,150,29.05,,,
4916,20100305,735,CLR,10,-5,85,0,0,29.07,,,
4916,20100305,755,CLR,7,-6,88,0,0,29.07,,,
4916,20100305,815,CLR,10,-4,78,0,0,29.07,,,
4916,20100305,835,CLR,10,-2,75,0,0,29.08,,,
4916,20100305,855,CLR,10,-1,69,3,150,29.08,,,
4916,20100305,915,CLR,10,0,69,3,170,29.09,,,
4916,20100305,935,CLR,10,0,69,5,160,29.09,,,
4916,20100305,955,CLR,10,1,70,0,0,29.09,,,
4916,20100305,1015,CLR,10,1,64,5,160,29.1,,,
4916,20100305,1035,CLR,10,2,64,5,170,29.11,,,
4916,20100305,1055,CLR,10,2,70,5,160,29.11,,,
4916,20100305,1115,CLR,10,3,67,6,170,29.11,,,
4916,20100305,1135,CLR,10,3,62,7,170,29.11,,,
4916,20100305,1155,CLR,10,3,67,6,150,29.11,,,
4916,20100305,1215,CLR,10,3,67,6,160,29.1,,,
4916,20100305,1235,CLR,10,4,57,6,150,29.1,,,
4916,20100305,1255,CLR,10,4,57,3,140,29.09,,,
4916,20100305,1315,CLR,10,5,58,5,150,29.09,,,
4916,20100305,1335,CLR,10,5,58,6,160,29.09,,,
4916,20100305,1355,CLR,10,5,58,6,160,29.08,,,
4916,20100305,1415,CLR,10,5,60,6,150,29.08,,,
4916,20100305,1435,CLR,10,5,60,5,150,29.08,,,
4916,20100305,1455,CLR,10,5,60,6,160,29.08,,,
4916,20100305,1515,CLR,10,5,58,6,160,29.08,,,
4916,20100305,1535,CLR,10,5,60,5,150,29.08,,,
4916,20100305,1555,CLR,10,5,60,6,160,29.08,,,
4916,20100305,1615,CLR,10,5,58,5,160,29.08,,,
4916,20100305,1635,CLR,10,5,58,3,150,29.08,,,
4916,20100305,1655,CLR,10,5,58,0,0,29.08,,,
4916,20100305,1715,CLR,10,5,58,0,0,29.08,,,
4916,20100305,1735,CLR,10,5,58,0,0,29.08,,,
4916,20100305,1755,CLR,10,4,62,0,0,29.08,,,
4916,20100305,1815,CLR,10,3,67,0,0,29.08,,,
4916,20100305,1835,CLR,10,2,70,0,0,29.08,,,
4916,20100305,1855,CLR,10,2,70,5,120,29.08,,,
4916,20100305,1915,CLR,10,2,70,0,0,29.08,,,
4916,20100305,1935,CLR,10,1,76,0,0,29.08,,,
4916,20100305,1955,CLR,10,1,76,0,0,29.08,,,
4916,20100305,2015,CLR,10,1,76,0,0,29.08,,,
4916,20100305,2035,CLR,10,0,82,0,0,29.09,,,
4916,20100305,2055,CLR,10,0,75,0,0,29.09,,,
4916,20100305,2115,CLR,10,-1,82,5,120,29.09,,,
4916,20100305,2135,CLR,10,0,75,6,130,29.09,,,
4916,20100305,2155,CLR,10,0,75,6,140,29.09,,,
4916,20100305,2215,CLR,10,0,75,9,140,29.09,,,
4916,20100305,2235,CLR,10,0,75,7,150,29.09,,,
4916,20100305,2255,CLR,10,0,69,6,140,29.09,,,
4916,20100305,2315,CLR,10,0,69,3,160,29.09,,,
4916,20100305,2335,CLR,10,0,69,5,160,29.1,,,
4916,20100305,2355,CLR,10,-1,75,0,0,29.1,,,
4916,20100306,15,CLR,10,-1,75,5,140,29.1,,,
4916,20100306,35,CLR,10,-1,75,3,160,29.11,,,
4916,20100306,55,CLR,10,-1,75,3,150,29.11,,,
4916,20100306,115,CLR,10,-2,82,5,140,29.1,,,
4916,20100306,135,CLR,10,-2,82,3,150,29.11,,,
4916,20100306,155,CLR,10,-2,82,0,0,29.11,,,
4916,20100306,215,CLR,10,-2,82,0,0,29.11,,,
4916,20100306,235,CLR,10,-2,82,3,150,29.1,,,
4916,20100306,255,CLR,10,-2,82,5,140,29.1,,,
4916,20100306,315,CLR,10,-3,85,0,0,29.1,,,
4916,20100306,335,CLR,10,-3,85,3,150,29.1,,,
4916,20100306,355,CLR,10,-3,78,0,0,29.1,,,
4916,20100306,415,CLR,10,-3,85,0,0,29.1,,,
4916,20100306,435,CLR,10,-3,85,0,0,29.1,,,
4916,20100306,455,CLR,10,-4,85,0,0,29.11,,,
4916,20100306,515,CLR,10,-5,92,5,140,29.1,,,
4916,20100306,535,CLR,10,-3,78,5,140,29.1,,,
4916,20100306,555,CLR,10,-3,78,5,150,29.1,,,
4916,20100306,615,CLR,10,-4,85,3,160,29.1,,,
4916,20100306,635,CLR,10,-4,85,3,150,29.1,,,
4916,20100306,655,CLR,10,-4,85,6,130,29.1,,,
4916,20100306,715,CLR,10,-3,78,0,0,29.1,,,
4916,20100306,735,CLR,10,-3,85,3,160,29.1,,,
4916,20100306,755,CLR,10,-2,82,0,0,29.11,,,
4916,20100306,815,CLR,10,-1,75,6,170,29.11,,,
4916,20100306,835,CLR,10,-1,82,6,160,29.1,,,
4916,20100306,855,CLR,10,0,75,5,150,29.11,,,
4916,20100306,915,CLR,10,0,82,6,140,29.1,,,
4916,20100306,935,CLR,10,1,76,5,150,29.1,,,
4916,20100306,955,CLR,10,1,76,5,130,29.09,,,
4916,20100306,1015,CLR,10,2,73,5,130,29.09,,,
4916,20100306,1035,CLR,10,2,73,8,160,29.1,,,
4916,20100306,1055,CLR,10,2,73,6,150,29.09,,,
4916,20100306,1115,CLR,10,2,73,7,150,29.09,,,
4916,20100306,1135,CLR,10,3,76,7,160,29.09,,,
4916,20100306,1155,CLR,10,3,76,7,150,29.09,,,
4916,20100306,1215,CLR,10,3,76,6,150,29.09,,,
4916,20100306,1235,CLR,10,4,70,6,160,29.08,,,
4916,20100306,1255,CLR,10,4,70,6,150,29.08,,,
4916,20100306,1315,CLR,10,5,65,5,140,29.07,,,
4916,20100306,1335,CLR,10,5,70,6,120,29.05,,,
4916,20100306,1355,CLR,10,5,70,8,110,29.05,,,
4916,20100306,1415,CLR,10,6,60,5,150,29.05,,,
4916,20100306,1435,CLR,10,6,60,5,140,29.04,,,
4916,20100306,1455,CLR,10,6,60,5,140,29.04,,,
4916,20100306,1515,CLR,10,6,60,5,150,29.04,,,
4916,20100306,1535,CLR,10,6,60,7,130,29.03,,,
4916,20100306,1555,CLR,10,5,65,5,150,29.03,,,
4916,20100306,1615,CLR,10,5,65,6,140,29.02,,,
4916,20100306,1635,CLR,10,5,65,6,130,29,,,
4916,20100306,1655,CLR,10,5,65,6,120,29,,,
4916,20100306,1715,CLR,10,5,65,7,130,29,,,
4916,20100306,1735,CLR,10,5,65,7,130,29,,,
4916,20100306,1755,SCT110,10,4,70,7,140,28.99,,,
4916,20100306,1815,SCT080 BKN095 BKN110,10,5,65,9,130,28.98,,,
4916,20100306,1835,OVC090,10,5,65,8,140,28.98,,,
4916,20100306,1855,OVC080,10,4,76,6,130,28.97,,,
4916,20100306,1915,BKN065 OVC080,10,4,76,3,130,28.97,,,
4916,20100306,1935,SCT065 OVC090,10,4,70,6,130,28.96,,,
4916,20100306,1955,OVC090,10,4,70,6,130,28.96,,,
4916,20100306,2015,OVC080,10,4,76,6,120,28.95,,,
4916,20100306,2035,BKN070 OVC100,10,4,76,7,110,28.95,,,
4916,20100306,2055,BKN070 OVC080,10,4,76,6,110,28.95,,,
4916,20100306,2115,OVC060,10,3,82,5,130,28.95,,,
4916,20100306,2135,OVC060,10,3,82,5,130,28.95,,,
4916,20100306,2155,OVC060,10,3,82,5,130,28.95,,,
4916,20100306,2215,OVC060,5,3,82,3,150,28.95,,,
4916,20100306,2235,OVC060,7,3,82,5,140,28.95,,,
4916,20100306,2255,OVC060,7,3,82,6,130,28.94,,,
4916,20100306,2315,OVC060,7,3,82,7,130,28.94,,,
4916,20100306,2335,OVC060,7,3,89,8,120,28.93,,,
4916,20100306,2355,OVC060,7,3,89,6,130,28.93,,,
4916,20100307,15,OVC060,7,3,82,6,120,28.92,,,
4916,20100307,35,OVC060,7,3,82,7,120,28.91,,,
4916,20100307,55,OVC060,7,3,82,7,120,28.91,,,
4916,20100307,115,OVC060,7,3,82,5,110,28.91,,,
4916,20100307,135,SCT042 OVC050,7,3,89,5,120,28.91,,,
4916,20100307,155,SCT033 SCT042 OVC050,0,3,89,5,110,28.9,,,
4916,20100307,215,BKN042 OVC050,4,2,92,3,110,28.9,,,
4916,20100307,235,BKN040 OVC047,5,2,92,5,110,28.89,,,
4916,20100307,255,SCT041 BKN047 OVC055,5,2,92,5,100,28.88,,,
4916,20100307,315,BKN055 OVC090,5,2,92,6,100,28.87,,,
4916,20100307,335,SCT065 SCT080 OVC090,7,2,92,5,110,28.86,,,
4916,20100307,355,SCT050 BKN065 OVC080,5,2,92,5,100,28.86,,,
4916,20100307,415,SCT050 OVC080,7,3,89,6,100,28.86,,,
4916,20100307,435,SCT065 OVC080,7,2,92,6,100,28.85,,,
4916,20100307,455,BKN050 OVC080,5,2,92,3,90,28.86,,,
4916,20100307,515,SCT039 OVC050,7,3,89,6,100,28.85,,,
4916,20100307,535,SCT015 OVC039,0,2,92,3,120,28.86,,,
4916,20100307,555,OVC015,5,2,92,5,100,28.86,,,
4916,20100307,615,OVC015,5,2,92,6,90,28.86,,,
4916,20100307,635,OVC017,5,2,92,0,0,28.86,,,
4916,20100307,655,OVC017,3,2,92,3,100,28.86,,,
4916,20100307,715,OVC019,2.5,2,92,5,100,28.87,,,
4916,20100307,735,OVC021,0,2,92,6,90,28.86,,,
4916,20100307,755,OVC019,0,2,92,7,70,28.86,,,
4916,20100307,815,OVC019,0,2,92,7,100,28.86,,,
4916,20100307,835,BKN019 OVC026,0,2,92,5,110,28.86,,,
4916,20100307,855,OVC019,5,3,89,3,130,28.86,,,
4916,20100307,915,OVC019,5,3,89,6,120,28.86,,,
4916,20100307,935,OVC019,7,3,89,7,120,28.86,,,
4916,20100307,955,OVC019,5,3,89,5,110,28.86,,,
4916,20100307,1015,BKN019 OVC037,5,3,89,5,120,28.85,,,
4916,20100307,1035,SCT019 OVC035,7,4,89,6,120,28.85,,,
4916,20100307,1055,BKN021 OVC035,7,4,89,3,140,28.86,,,
4916,20100307,1115,SCT021 OVC033,5,4,89,5,110,28.86,,,
4916,20100307,1135,OVC033,5,5,82,3,80,28.86,,,
4916,20100307,1155,OVC033,7,5,82,5,110,28.85,,,
4916,20100307,1215,OVC035,5,5,82,3,160,28.86,,,
4916,20100307,1235,OVC035,5,5,82,3,100,28.85,,,
4916,20100307,1255,OVC035,7,5,82,0,0,28.84,,,
4916,20100307,1315,SCT030 OVC037,7,5,82,5,70,28.84,,,
4916,20100307,1335,SCT022 OVC037,7,6,79,3,90,28.83,,,
4916,20100307,1355,SCT022 OVC037,7,6,79,0,0,28.83,,,
4916,20100307,1415,SCT021 OVC039,7,6,79,0,0,28.83,,,
4916,20100307,1435,BKN015 BKN020 OVC039,7,6,79,0,0,28.83,,,
4916,20100307,1455,OVC013,7,6,79,0,0,28.83,,,
4916,20100307,1515,OVC013,7,7,74,0,0,28.83,,,
4916,20100307,1535,OVC013,7,7,74,3,210,28.85,,,
4916,20100307,1555,OVC015,7,6,79,0,0,28.85,,,
4916,20100307,1615,OVC015,7,5,82,5,260,28.85,,,
4916,20100307,1635,OVC015,7,5,82,5,250,28.85,,,
4916,20100307,1655,OVC015,7,5,82,0,0,28.85,,,
4916,20100307,1715,OVC013,7,5,82,0,0,28.85,,,
4916,20100307,1735,OVC015,7,5,82,0,0,28.84,,,
4916,20100307,1755,OVC015,5,5,82,0,0,28.83,,,
4916,20100307,1815,OVC015,7,4,89,0,0,28.84,,,
4916,20100307,1835,SCT015,7,4,89,0,0,28.84,,,
4916,20100307,1855,CLR,5,3,96,0,0,28.84,,,
4916,20100307,1915,CLR,5,3,96,0,0,28.84,,,
4916,20100307,1935,CLR,5,3,96,0,0,28.85,,,
4916,20100307,1955,BKN012,5,3,96,0,0,28.86,,,
4916,20100307,2015,OVC010,5,3,96,0,0,28.86,,,
4916,20100307,2035,OVC010,5,3,96,0,0,28.87,,,
4916,20100307,2055,OVC010,5,3,96,0,0,28.87,,,
4916,20100307,2115,OVC010,5,3,96,0,0,28.86,,,
4916,20100307,2135,OVC008,5,3,96,0,0,28.86,,,
4916,20100307,2155,OVC008,4,3,96,0,0,28.87,,,
4916,20100307,2215,OVC008,5,3,96,0,0,28.87,,,
4916,20100307,2235,OVC008,5,3,96,0,0,28.87,,,
4916,20100307,2255,OVC006,5,3,96,0,0,28.87,,,
4916,20100307,2315,OVC006,4,3,96,0,0,28.86,,,
4916,20100307,2335,OVC006,5,3,96,0,0,28.87,,,
4916,20100307,2355,OVC006,4,3,96,0,0,28.86,,,
4916,20100308,35,OVC008,4,3,96,0,0,28.87,,,
4916,20100308,55,OVC008,4,3,96,0,0,28.87,,,
4916,20100308,115,OVC008,4,3,96,0,0,28.87,,,
4916,20100308,135,OVC008,0,3,96,0,0,28.87,,,
4916,20100308,155,OVC008,4,3,96,0,0,28.86,,,
4916,20100308,215,OVC006,4,2,100,0,0,28.86,,,
4916,20100308,235,OVC004,4,3,96,0,0,28.86,,,
4916,20100308,255,OVC004,4,3,96,0,0,28.85,,,
4916,20100308,315,OVC004,3,2,100,0,0,28.85,,,
4916,20100308,335,OVC004,0,2,100,0,0,28.85,,,
4916,20100308,355,OVC004,3,3,96,0,0,28.85,,,
4916,20100308,415,OVC006,2.5,2,100,0,0,28.85,,,
4916,20100308,435,OVC006,3,2,92,0,0,28.85,,,
4916,20100308,455,OVC004,2,2,100,0,0,28.86,,,
4916,20100308,515,OVC004,2,3,96,0,0,28.85,,,
4916,20100308,535,OVC004,2,3,96,0,0,28.85,,,
4916,20100308,555,OVC004,1.75,3,96,0,0,28.86,,,
